Feature,Importance
MCP1,0.021584920849325614
IL31,0.015968886310651857
EGF,0.013288074375014001
MIG,0.01008466352985574
Mycobacterium,0.009735221237469392
LEPTIN,0.009336383177664538
IL10,0.00865697201499161
VCAM1,0.00841540076890114
IL12P70,0.00805156468012045
IL5,0.0077286241244038925
