Feature,Importance
MCP1,0.02477284457673195
EGF,0.01771109699644959
RANTES,0.017204703239313474
Arthrobacter,0.01485493121992419
MIG,0.012979414197646016
Lawsonella,0.011950553522550166
VEGFD,0.011590330801871489
ENA78,0.011268358671536973
IL12P70,0.011057691105110923
IL23,0.010754924775856356
