Metric,Baseline,With_SMOTE
accuracy,0.6511627906976745,0.9671052631578947
balanced_accuracy,0.23761801016702977,0.9672331154684096
f1_macro,0.22768959435626102,0.9666106693887142
f1_weighted,0.5602436323366555,0.9665429916230546
roc_auc_ovr,0.7664475619303445,0.9988339059193991
roc_auc_ovo,0.7720331033648028,0.9988371459694988
