Metric,Baseline,With_SMOTE
accuracy,0.6145833333333334,0.9736842105263158
balanced_accuracy,0.2488993710691824,0.9736897274633123
f1_macro,0.21041860465116277,0.9733370552384137
f1_weighted,0.5141860465116279,0.973316257891368
roc_auc_ovr,0.7112466681809693,0.9992859513500576
roc_auc_ovo,0.7200659636194227,0.9992860956158675
