Metric,Baseline,With_SMOTE
accuracy,0.6122448979591837,0.9701754385964912
balanced_accuracy,0.22315789473684214,0.9701754385964912
f1_macro,0.2175732989120413,0.970314958864401
f1_weighted,0.5090111279621566,0.970314958864401
roc_auc_ovr,0.8574490674364871,0.9988543483464998
roc_auc_ovo,0.8673435904576257,0.9988543483464998
